symbol,name,price(usd),supply,maxSupply
COMP,Compound,51.1482091934293568,8377938.6492239100000000,
ROSE,Oasis,0.0623650533537809,6713599876.0000000000000000,
TFUEL,Theta Fuel,0.0610313271663449,6656540832.0000000000000000,
TWT,Trust Wallet Token,0.9331281087005804,416649900.0000000000000000,
NXM,NXM,58.8505798100519116,6594067.8412913900000000,
KAVA,Kava,0.3558519277195431,1082854768.0000000000000000,
CRV,Curve DAO Token,0.3272960072517246,1166986504.0000000000000000,
WEMIX,WEMIX,0.8902678482462850,409557443.1127983300000000,590000000.0000000000000000
SNX,Synthetix,1.5434986889586901,233716733.4900000000000000,212424133.0000000000000000
IOTX,IoTeX,0.0373692062184500,9441378612.0000000000000000,10000000000.0000000000000000
1INCH,1inch Network,0.2727632455424315,1256382941.6196074000000000,
GLM,Golem,0.3206652310292563,1000000000.0000000000000000,
KSM,Kusama,20.8634852995600667,15368647.8776008200000000,
DASH,Dash,26.5630838464154111,11925855.4232456900000000,18900000.0000000000000000
XDC,XinFin Network,0.0256350121530849,12293293518.5500000000000000,
WOO,WOO,0.1628057560675166,1921861513.4990904000000000,
AMP,Amp,0.0038731124291281,80722574661.2915300000000000,
JST,JUST,0.0311652475800912,9900000000.0000000000000000,9900000000.0000000000000000
ANT,Aragon,7.1108801646046696,43191429.8753035100000000,
SUPER,SuperVerse,0.6242781073496351,487776093.4169172600000000,1000000000.0000000000000000
ELF,aelf,0.4062797160173217,732490746.4091900000000000,
RSR,Reserve Rights,0.0058279679916425,51059494603.0000000000000000,
HOT,Holo,0.0016996357117740,173694691282.3099000000000000,
